tweets,attitude,clean_tweets,final_tweets,label
"@LOUDMOUTH_ETH New space, other one rugged!",neg,"@LOUDMOUTH_ETH New space, other one rugged!",LOUDMOUTHETH New space one rugged,1
"RT @NauseaCrow: 🌺🌌🌌 Shill your #NFT under 0.5 $ETH #NFTCollector will buy them! 
 Check other collection 💛💰⭐️",neg," 🌺🌌🌌 Shill your #NFT under 0.5 $ETH #NFTCollector will buy them! 
 Check other collection 💛💰⭐️",Shill ETH buy Check collection,1
@LOUDMOUTH_ETH #EKTA portal b like https://t.co/MJpyKeo15a,pos,@LOUDMOUTH_ETH #EKTA portal b like https://t.co/MJpyKeo15a,LOUDMOUTHETH portal b like,0
"Otherdeed #62563 was purchased for 1.7 ETH 
 https://t.co/u2PP5v44z8 https://t.co/LwBhmkPBCj",pos,"Otherdeed #62563 was purchased for 1.7 ETH 
 https://t.co/u2PP5v44z8 https://t.co/LwBhmkPBCj",Otherdeed purchased ETH,0
Yagi #1571 sold for 0.02 ETH ($27.67) by 0x0837 to 0x0837. https://t.co/QIXVyTJCUf,pos,Yagi #1571 sold for 0.02 ETH ($27.67) by 0x0837 to 0x0837. https://t.co/QIXVyTJCUf,Yagi sold ETH x x,0
"New #ENS domain registrations 

🐳777🐳.eth
ilove69420.eth
erccworld.eth
#⃣3⃣5⃣7⃣.eth",pos,"New #ENS domain registrations 

🐳777🐳.eth
ilove69420.eth
erccworld.eth
#⃣3⃣5⃣7⃣.eth",New domain registration,0
@thetrocro @jyn_urso Once the numbers start really coming out about how much methane BTC miners are keeping out of… https://t.co/CPEglNvyJW,pos,@thetrocro @jyn_urso Once the numbers start really coming out about how much methane BTC miners are keeping out of… https://t.co/CPEglNvyJW,thetrocro jynurso Once number start really coming much methane BTC miner keeping,0
@AxieAur Love these $ETH updates ser,pos,@AxieAur Love these $ETH updates ser,AxieAur Love ETH update ser,0
Closed Position: 0.00212 ETH short on ETH-USD at 1385 (1×). P/L: +-0.00000 ETH (+$0),neg,Closed Position: 0.00212 ETH short on ETH-USD at 1385 (1×). P/L: +-0.00000 ETH (+$0),Closed Position ETH short ETHUSD PL ETH,1
"RT @Tepitoons: #BabyDogeGiveaway 
50 Random Winner for 500 Million Babydoge Coin.
1. ✅Follow
2. ✅Retweet
3. ✅Comment

Hurry Guys!!! Feel Li…",neg," #BabyDogeGiveaway 
50andom Winner for 500 Million Babydoge Coin.
1. ✅Follow
2. ✅etweet
3. ✅Comment

Hurry Guys!!! Feel Li…",andom Winner Million Babydoge Coin Follow etweet CommentHurry Guys Feel Li,1
Wow #BTC $20k,pos,Wow #BTC $20k,Wow k,0
"Chicken #15274 was purchased for 0.01158 ETH
https://t.co/8wANtxmXnO",neg,"Chicken #15274 was purchased for 0.01158 ETH
https://t.co/8wANtxmXnO",Chicken purchased,1
Yagi #1418 sold for 0.02 ETH ($27.67) by 0x0837 to 0x0837. https://t.co/ncZGNshCDz,pos,Yagi #1418 sold for 0.02 ETH ($27.67) by 0x0837 to 0x0837. https://t.co/ncZGNshCDz,Yagi sold ETH x x,0
$BTC - lol wait a minute https://t.co/utoSFZvLXO,pos,$BTC - lol wait a minute https://t.co/utoSFZvLXO,BTC lol wait minute,0
i wanna win.. @vidovickhs @NTsftw12 @Invezt_Thor @a0k1verse @xPurerange @meta_toonie @spekler_eth @moonmanventures… https://t.co/X1GcxrFOro,pos,i wanna win.. @vidovickhs @NTsftw12 @Invezt_Thor @a0k1verse @xPurerange @meta_toonie @spekler_eth @moonmanventures… https://t.co/X1GcxrFOro,wanna win vidovickhs NTsftw InveztThor akverse xPurerange metatoonie speklereth moonmanventures,0
"RT @ArabicENS: ٢٥٥.eth ⚠️ bought for 2.0 ETH ($2769.28) on OpenSea 🌊https://t.co/ufYTiPpyFC
#ens #ensdomains #arabicens #nft https://t.co/z…",pos," ٢٥٥.eth ⚠️ bought for 2.0 ETH ($2769.28) on OpenSea 🌊https://t.co/ufYTiPpyFC
#ens #ensdomains #arabicens #nft https://t.co/z…",eth bought ETH OpenSea,0
"RT @DogeZoneio: 😍Airdrop $300 for the person who guessed the BTC price correctly😍

✅Rules: 
👉Comment the price of BTC will be 0:00 AM Thurs…",pos," 😍Airdrop $300 for the person who guessed the BTC price correctly😍

✅ules: 
👉Comment the price of BTC will be 0:00 AM Thurs…",Airdrop person guessed BTC price correctlyules Comment price BTC AM Thurs,0
"RT @robinn_eth: Robin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",pos," obin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",obin OpenTigers OpenW NFT Marketplaces first NFT creation join purchase OpenTiger chai,0
Guten Morgen #BTC Moneymakers! https://t.co/Xx9YCA8Q1h,pos,Guten Morgen #BTC Moneymakers! https://t.co/Xx9YCA8Q1h,Guten Morgen Moneymakers,0
"RT @rustyrose_: @sabby_eth I used it , it brought no satisfaction when people complimented the art. Selling it as an nft is just wrong on s…",neg," @sabby_eth I used it , it brought no satisfaction when people complimented the art. Selling it as an nft is just wrong on s…",sabbyeth I used brought satisfaction people complimented art Selling nft wrong,1
"RT @EthYellow: Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp; Reteet this twitter

30ETH prize pool💰
Ho…",pos," Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp;eteet this twitter

30ETH prize pool💰
Ho…",Giveaways WLx HndFollow EthYellow EtherPOAPTag FrensLike ampeteet twitterETH prize poolHo,0
@6avid_eth Done https://t.co/VovmBlk0Ds,pos,@6avid_eth Done https://t.co/VovmBlk0Ds,avideth Done,0
"RT @aksh2810: Check out my tezos NFT collection. You'll love them. Send in your best offers now.

https://t.co/ZQitXNbzmD

#CleanNFT #tezos…",pos," Check out my tezos NFT collection. You'll love them. Send in your best offers now.

https://t.co/ZQitXNbzmD

#CleanNFT #tezos…",Check tezos NFT collection Youll love Send best offer,0
RT @jikookalbum: jimin and jungkook with their lil sippy cups 🥺 https://t.co/RBtMShMSI4,pos, jimin and jungkook with their lil sippy cups 🥺 https://t.co/BtMShMSI4,jimin jungkook lil sippy cup,0
"#Ethereum price update: 

#ETH $1384.63 USD
#Bitcoin 0.06903320212689051 #BTC

Follow for recent ETH price updates… https://t.co/RpEZ2AhdIh",pos,"#Ethereum price update: 

#ETH $1384.63 USD
#Bitcoin 0.06903320212689051 #BTC

Follow for recent ETH price updates… https://t.co/pEZ2AhdIh",price update recent ETH price update,0
"RT @BuddaBearsNFT: Camp Budda Sign Up is now LIVE! ⛺️

🌐https://t.co/sXew1bPVts 🌐

Sign up for more information about the upcoming mint and…",pos," Camp Budda Sign Up is now LIVE! ⛺️

🌐https://t.co/sXew1bPVts 🌐

Sign up for more information about the upcoming mint and…",Camp Budda Sign Up LIVE Sign information upcoming mint,0
@castles_eth @stanleesgenesis I have DM’d you my addy 👍,pos,@castles_eth @stanleesgenesis I have DM’d you my addy 👍,castleseth stanleesgenesis I DMd addy,0
"Gm 👋🏻✨ 

An empty canvas is full 🖼️🌈 

My collection on FND ☁️
- Safe Zone, Looking Up, Magical Brush and the Paint… https://t.co/xfWpCJ3pfk",pos,"Gm 👋🏻✨ 

An empty canvas is full 🖼️🌈 

My collection on FND ☁️
- Safe Zone, Looking Up, Magical Brush and the Paint… https://t.co/xfWpCJ3pfk",Gm An empty canvas full My collection FND Safe Zone Looking Up Magical Brush Paint,0
"RT @Nanda__OCE: 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",pos," 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",satoshinftclub WHITELIST amp ETH GIVEAWAYx Whitelist Spots satoshinftclubx USD ETH GA Follow satosh,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
I like this team.. @zkAlpha_eth @dokninarta @zitsu37 @LedroitTiger @RahulMilan0911 @madalin54929039… https://t.co/Y9zfrTTkHG,pos,I like this team.. @zkAlpha_eth @dokninarta @zitsu37 @LedroitTiger @ahulMilan0911 @madalin54929039… https://t.co/Y9zfrTTkHG,I like team zkAlphaeth dokninarta zitsu LedroitTiger ahulMilan madalin,0
"RT @KiraCorpHQ: /𝐈𝐧𝐢𝐭𝐢𝐚𝐭𝐞 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧 𝐏𝐡𝐨𝐞𝐧𝐢𝐱

𝘙𝘦𝘤𝘳𝘶𝘪𝘵𝘪𝘯𝘨 27 𝘔𝘦𝘳𝘤𝘦𝘯𝘢𝘳𝘪𝘦𝘴 𝘸𝘩𝘰 𝘦𝘯𝘨𝘢𝘨𝘦 𝘸𝘪𝘵𝘩 𝘵𝘩𝘪𝘴 𝘱𝘰𝘴𝘵. https://t.co/rY0NUtRui4",pos," /𝐈𝐧𝐢𝐭𝐢𝐚𝐭𝐞 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧 𝐏𝐡𝐨𝐞𝐧𝐢𝐱

𝘙𝘦𝘤𝘳𝘶𝘪𝘵𝘪𝘯𝘨 27 𝘔𝘦𝘳𝘤𝘦𝘯𝘢𝘳𝘪𝘦𝘴 𝘸𝘩𝘰 𝘦𝘯𝘨𝘢𝘨𝘦 𝘸𝘪𝘵𝘩 𝘵𝘩𝘪𝘴 𝘱𝘰𝘴𝘵. https://t.co/rY0NUtui4",,0
"RT @MemeGuySwagger: @binance @Proof_Of_Memes ( $ETH20 ) is a governance token for an $eth hardfork, focusing on safe #memecoin launches. $P…",pos," @binance @Proof_Of_Memes ( $ETH20 ) is a governance token for an $eth hardfork, focusing on safe #memecoin launches. $P…",binance ProofOfMemes ETH governance token eth hardfork focusing safe launch P,0
"@CrashiusClay69 is that ass what your mom have! anyways! 

no one is here being realistic and realising that its to… https://t.co/xxzGf3934J",pos,"@CrashiusClay69 is that ass what your mom have! anyways! 

no one is here being realistic and realising that its to… https://t.co/xxzGf3934J",CrashiusClay as mom anyways one realistic realising,0
"RT @medicatednoodle: 1 Winner $Sol or $Eth • 60 mins⏰

-RT + Follow 🔔",pos," 1 Winner $Sol or $Eth • 60 mins⏰

- + Follow 🔔",Winner Sol Eth min Follow,0
yogetoth let's Go  #Damyths DaMythss #solanaMyths #Solana23BC #solMyths #nftfreemint #sol #eth #nft… https://t.co/ovu1RCG1Xo,pos,yogetoth let's Go  #Damyths DaMythss #solanaMyths #Solana23BC #solMyths #nftfreemint #sol #eth #nft… https://t.co/ovu1CG1Xo,yogetoth let Go DaMythss,0
"Most MACRO pundit KNOW IT ALLS, who tell you the S&amp;P is going to 5000 or 2000... in reality they're scared birdies… https://t.co/W5gEr0NKeW",pos,"Most MACO pundit KNOW IT ALLS, who tell you the S&amp;P is going to 5000 or 2000... in reality they're scared birdies… https://t.co/W5gEr0NKeW",Most MACO pundit KNOW IT ALLS tell SampP going reality theyre scared birdie,0
"RT @AlgoFamily: Algorand state proofs will start with Ethereum. 🔥 

$algo $eth #Interoperability",pos," Algorand state proofs will start with Ethereum. 🔥 

$algo $eth #Interoperability",Algorand state proof start Ethereum algo eth,0
"RT @SShillsalot: #Bitcoin [#BTC] traders, before you become exit liquidity, read this

As reported by @CryptoAmb 

https://t.co/IORvnpy3bE",pos," #Bitcoin [#BTC] traders, before you become exit liquidity, read this

As reported by @CryptoAmb 

https://t.co/IOvnpy3bE",trader become exit liquidity read thisAs reported CryptoAmb,0
@ASapaArt @gaurand_eth Thank you mas ali 🔥🔥,pos,@ASapaArt @gaurand_eth Thank you mas ali 🔥🔥,ASapaArt gaurandeth Thank ma ali,0
"RT @BotPlanet_: 🔥Show me at least one user who didn't care what #NFT and its utility looks like. People are very smart

#GameFi #game #DeFi…",neg," 🔥Show me at least one user who didn't care what #NFT and its utility looks like. People are very smart

#GameFi #game #DeFi…",Show least one user didnt care utility look like People,1
Amazing for world.. @UDK305nft @Stevennfts123 @5405_devil @beepbooprr @xelwhuuun @zadix_eth @RhodriJP @villadfrank… https://t.co/Floce7t9oY,pos,Amazing for world.. @UDK305nft @Stevennfts123 @5405_devil @beepbooprr @xelwhuuun @zadix_eth @hodriJP @villadfrank… https://t.co/Floce7t9oY,Amazing world UDKnft Stevennfts devil beepbooprr xelwhuuun zadixeth hodriJP villadfrank,0
"RT @kipheo_art: These magical girls now on FND! 
https://t.co/QOHkAyz5yK

Autumn Moon - .1 $eth reserve
&amp;
Star Drifter .1 $eth buyout

🌙✨ 1…",pos," These magical girls now on FND! 
https://t.co/QOHkAyz5yK

Autumn Moon - .1 $eth reserve
&amp;
Star Drifter .1 $eth buyout

🌙✨ 1…",These magical girl FND Moon eth reserveampStar Drifter eth buyout,0
All thin#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGive… https://t.co/EV6dKopRu7,pos,All thin#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGive… https://t.co/EV6dKopu7,All,0
"RT @EnsSalesBot: 8889.eth bought for 17.89 ETH (24,765.31 USD) on Opensea #ENS #Web3Names #EnsNames  

https://t.co/su7bmfYwLd https://t.co…",pos," 8889.eth bought for 17.89 ETH (24,765.31 USD) on Opensea #ENS #Web3Names #EnsNames  

https://t.co/su7bmfYwLd https://t.co…",eth bought ETH USD Opensea,0
Only eth project I'd buy rn is @SappySealsNFT,pos,Only eth project I'd buy rn is @SappySealsNFT,Only eth project Id buy rn SappySealsNFT,0
"@DogeZoneio @John_orian9
@Etherpool_
@Jerryt109
Don't miss the opportunity.

#BTC Price Maybe 20080",pos,"@DogeZoneio @John_orian9
@Etherpool_
@Jerryt109
Don't miss the opportunity.

#BTC Price Maybe 20080",DogeZoneio JohnorianEtherpoolJerrytDont miss Price Maybe,0
"RT @XT_Futures: 🛸Share $300000+ in Contract Carnival🛸

1⃣ Recruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/RMV2Bn5cOJ

2⃣ Invitati…",pos," 🛸Share $300000+ in Contract Carnival🛸

1⃣ecruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/MV2Bn5cOJ

2⃣ Invitati…",Share Contract Carnivalecruit XT Futures InfluencersMemeParty Invitati,0
"RT @MarinersNFT: What type of Mariner are you?

Public mint is live at https://t.co/eNuFL1PASk

#NFT #NFTs #NFTCommunity #NFTsales #NFTartw…",pos," What type of Mariner are you?

Public mint is live at https://t.co/eNuFL1PASk

#NFT #NFTs #NFTCommunity #NFTsales #NFTartw…",What type Mariner youPublic mint live,0
"RT @Factory_Dao: 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",pos," 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",Founders Factory growingOmega Alpha joining network celebrating Mega Giveawayx Winne,0
"@jbiz_eth @royalfools_lol If they get a decent social media manager that learns to speak in a distinctive, intrigui… https://t.co/d5C9oIarmg",pos,"@jbiz_eth @royalfools_lol If they get a decent social media manager that learns to speak in a distinctive, intrigui… https://t.co/d5C9oIarmg",jbizeth royalfoolslol If get decent social medium manager learns speak distinctive intrigui,0
"RT @EthLilly: $1000 in $ETH  to a random winner that retweets and likes.
Make sure to be following so I can dm you. 🔔",pos," $1000 in $ETH  to a random winner that retweets and likes.
Make sure to be following so I can dm you. 🔔",ETH random winner retweets likesMake sure following I dm,0
"RT @AmzNFTs: 1 WINNER 🥇 | $ETH or $SOL 🎁

Rt, Like, Follow (🔔)  + Done! 🚀",pos," 1 WINNE 🥇 | $ETH or $SOL 🎁

t, Like, Follow (🔔)  + Done! 🚀",WINNE ETH SOL Like Follow Done,0
"RT @6avid_eth: $100 $ETH • 1 winner 💙

RT + ❤️ + 🔔",pos," $100 $ETH • 1 winner 💙

 + ❤️ + 🔔",ETH winner,0
WL Prescribed @BettyBai525 @holyjiminii @blink_jisoo03 @Celestia2412 @keysi_95 @Taner_0x84d @TripleB_ETH @EthHank… https://t.co/wFHGsBRZUm,pos,WL Prescribed @BettyBai525 @holyjiminii @blink_jisoo03 @Celestia2412 @keysi_95 @Taner_0x84d @TripleB_ETH @EthHank… https://t.co/wFHGsBZUm,WL Prescribed BettyBai holyjiminii blinkjisoo Celestia keysi Tanerxd TripleBETH EthHank,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
"#Ethereum price update: #ETH $1327.0 USD#Bitcoin 0.06961639 #BTCFollow for recent ETH price updates#altcoin, #cryptocurrency, #crypto",pos,"#Ethereum price update: #ETH $1327.0 USD#Bitcoin 0.06961639 #BTCFollow for recent ETH price updates#altcoin, #cryptocurrency, #crypto",price update recent ETH price,0
"RT @LozzaFox: If defending the these values makes you ""far right"" 

Then you can count me in. https://t.co/Olw8PPShGe",pos," If defending the these values makes you ""far right"" 

Then you can count me in. https://t.co/Olw8PPShGe",If defending value make far right Then count,0
"RT @holadsgn: 🫧💧🌸💜 NEW DROPS 💜🌸💧🫧

Collection «Bubble dream» on FND

Reserve 0.05 $ETH 💎

https://t.co/sAhUBGaMr8

Thank you for your suppo…",pos," 🫧💧🌸💜 NEW DOPS 💜🌸💧🫧

Collection «Bubble dream» on FND

eserve 0.05 $ETH 💎

https://t.co/sAhUBGaMr8

Thank you for your suppo…",NEW DOPS Collection Bubble dream FNDeserve ETH suppo,0
"RT @JohnGh87: Six hours!
#GroveToken #GroveGreenArmy #SAFEMOON #BabyDoge #BSC #BSCGemAlert #ETH #BNB #Binance https://t.co/Mzue7nKKFD",pos," Six hours!
#GroveToken #GroveGreenArmy #SAFEMOON #BabyDoge #BSC #BSCGemAlert #ETH #BNB #Binance https://t.co/Mzue7nKKFD",Six,0
@hype_eth Some people never understand opportunity cost,pos,@hype_eth Some people never understand opportunity cost,hypeeth Some people never understand opportunity cost,0
@zefotorubecud @CathyMo91388281 never mind just try and make some eth,pos,@zefotorubecud @CathyMo91388281 never mind just try and make some eth,zefotorubecud CathyMo never mind try make eth,0
"RT @GenxAnalytics: By HIGH PERFORMANCE🧑‍🚀 these #Crypto Projects EXCELL in either:

🔊Overall Social Impact
💘Community Sentiment
🚀Price Mome…",pos," By HIGH PEFOMANCE🧑‍🚀 these #Crypto Projects EXCELL in either:

🔊Overall Social Impact
💘Community Sentiment
🚀Price Mome…",By HIGH PEFOMANCE Projects EXCELL eitherOverall Social ImpactCommunity SentimentPrice Mome,0
"RT @EthYellow: Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp; Reteet this twitter

30ETH prize pool💰
Ho…",pos," Giveaways👇 WLx8 in 24H!（2nd）
1⃣Follow @EthYellow @EtherPOAP
2⃣Tag 5 Frens
3⃣Like &amp;eteet this twitter

30ETH prize pool💰
Ho…",Giveaways WLx HndFollow EthYellow EtherPOAPTag FrensLike ampeteet twitterETH prize poolHo,0
